track_id,obs_index,frame_idx,class_id,confidence,image_x,image_y,world_x_m,world_y_m,raw_speed_kmh,smoothed_speed_kmh,windowed_raw_speed_kmh,windowed_smoothed_speed_kmh,final_filtered_speed_kmh,final_display_speed_kmh
1,0,0,3,0.9112660884857178,763.6512451171875,208.5084228515625,0.7874655723571777,-13.441859245300293,,,,,,
1,1,1,3,0.9112660884857178,749.9293212890625,208.24700927734375,0.8039107918739319,-13.134428024291992,33.25004053115845,33.25004053115845,,,,
1,2,2,3,0.9112660884857178,737.401123046875,208.61785888671875,0.8007419109344482,-12.847825050354004,30.955013751983643,32.102527141571045,,,,
1,3,3,3,0.9112660884857178,724.0899658203125,209.3619384765625,0.786564826965332,-12.536925315856934,33.612061500549316,32.60570526123047,,,,
1,4,4,3,0.9112660884857178,711.5955810546875,209.45919799804688,0.7916085124015808,-12.238926887512207,32.18843936920166,32.50138878822327,,,,
1,5,5,3,0.9112660884857178,698.2850952148438,209.37075805664062,0.8031147122383118,-11.914671897888184,35.04158020019531,33.009427070617676,32.98897705078125,32.98897705078125,,
1,6,6,3,0.9112660884857178,686.0658569335938,210.15237426757812,0.7865899205207825,-11.610637664794922,32.88416039943695,32.93625104427338,32.91599864959717,32.952487850189215,,
1,7,7,3,0.9112660884857178,672.853515625,210.2503662109375,0.7922541499137878,-11.274812698364258,36.274255871772766,34.0000994682312,33.97756118774414,33.29417896270753,,
1,8,8,3,0.9112660884857178,660.30419921875,210.26712036132812,0.8002220392227173,-10.948806762695312,35.21915638446808,34.32151844501495,34.30462760925293,33.546791124343876,,
1,9,9,3,0.9112660884857178,648.6256103515625,210.88446044921875,0.788126528263092,-10.639065742492676,33.47752511501312,34.579335594177245,34.55708312988281,33.74884952545166,33.74884952545166,33.74884952545166
1,10,10,3,0.9112660884857178,634.8768920898438,210.7047119140625,0.8035527467727661,-10.26630687713623,40.29241633415222,35.629502820968625,35.604687023162846,34.27199151992799,34.27199151992799,34.01042052268983
1,11,11,3,0.9112660884857178,622.088623046875,210.53277587890625,0.8183968663215637,-9.911447525024414,38.358325839042664,36.72433590888977,36.70893659591675,35.0305791091919,35.0305791091919,34.35047338485719
1,12,12,3,0.9112660884857178,609.98681640625,211.1136474609375,0.8076160550117493,-9.568159103393555,37.0934282541275,36.888170385360716,36.86521110534668,35.608109092712404,35.608109092712404,34.66488231182099
1,13,13,3,0.9112660884857178,595.8546752929688,211.29830932617188,0.8116320967674255,-9.157750129699707,44.326290249824524,38.709597158432004,38.68760862350464,36.48470529556275,36.48470529556275,35.02884690856934
1,14,14,3,0.9112660884857178,583.6473388671875,211.31365966796875,0.8201766014099121,-8.794685363769531,39.22185444831848,39.85846302509308,39.84462862014771,37.54221439361573,37.54221439361573,35.447741489410404
1,15,15,3,0.9112660884857178,570.7420043945312,211.787109375,0.8133985996246338,-8.401926040649414,42.42432188987732,40.2848441362381,40.27118740081787,38.47551446914673,38.47551446914673,35.880280486515595
1,16,16,3,0.9112660884857178,557.4041748046875,212.19808959960938,0.8090001940727234,-7.9860053062438965,44.92194986343384,41.597568941116336,41.5900463104248,39.45173641204834,39.45173641204834,36.69497861317226
1,17,17,3,0.9112660884857178,544.7686157226562,212.728515625,0.7996648550033569,-7.582262992858887,43.615824580192566,42.90204820632935,42.89569845199585,40.65783388137818,40.65783388137818,37.60724180766515
1,18,18,3,0.9112660884857178,531.092529296875,212.9928741455078,0.8005728721618652,-7.134207248687744,48.39012014865875,43.71481418609619,43.70917510986328,41.6621471786499,41.6621471786499,38.554608674730574
1,19,19,3,0.9112660884857178,518.3368530273438,213.08316040039062,0.8071974515914917,-6.705543518066406,46.301212549209595,45.130685806274414,45.12633419036865,42.71848829269409,42.71848829269409,39.57037713187081
1,20,20,3,0.9112660884857178,506.05316162109375,213.17965698242188,0.8133783936500549,-6.282547950744629,45.68839752674103,45.783500933647154,45.77856674194336,43.81996416091919,43.81996416091919,40.61827125549316
1,21,21,3,0.9112660884857178,492.43426513671875,213.33157348632812,0.8187109231948853,-5.801431655883789,51.96375274658203,47.191861510276794,47.18725948333741,44.93940679550171,44.93940679550171,41.67501302719116
1,22,22,3,0.9112660884857178,479.2851257324219,213.95367431640625,0.8057966828346252,-5.324316501617432,51.54730761051178,48.778158116340634,48.77182445526123,46.114631996154785,46.114631996154785,42.766315531049464
1,23,23,3,0.9112660884857178,466.161376953125,213.9005584716797,0.8187132477760315,-4.8352789878845215,52.83447182178497,49.66702845096588,49.65839538574219,47.30447605133057,47.30447605133057,43.88813547951835
1,24,24,3,0.9112660884857178,454.0899963378906,213.826904296875,0.8318795561790466,-4.3736772537231445,49.87326157093048,50.38143825531006,50.371133422851564,48.35343589782715,48.35343589782715,44.987507196153906
1,25,25,3,0.9112660884857178,440.42572021484375,213.98809814453125,0.8374402523040771,-3.8369853496551514,57.965834856033325,52.83692572116852,52.82670650482178,49.76306385040283,49.76306385040283,46.14478100640434
1,26,26,3,0.9112660884857178,427.15185546875,214.20204162597656,0.8406792879104614,-3.3006093502044678,57.92966365814209,54.03010790348053,54.01984748840332,51.129581451416016,51.129581451416016,47.34636574336461
1,27,27,3,0.9112660884857178,414.1680908203125,214.14886474609375,0.8546954393386841,-2.761017084121704,58.29562425613403,55.37977123260498,55.37734050750733,52.45068466186524,52.45068466186524,48.579325814928325
1,28,28,3,0.9112660884857178,400.8504333496094,214.83682250976562,0.8386067152023315,-2.1915314197540283,61.528990745544434,57.11867501735687,57.10656452178955,53.940318489074706,53.940318489074706,49.865170342581614
1,29,29,3,0.9112660884857178,388.10247802734375,215.28985595703125,0.8314265608787537,-1.6305508613586426,60.59086346626282,59.26219539642334,59.25153007507324,55.716397819519045,55.716397819519045,51.23685117449079
1,30,30,3,0.9112660884857178,375.0169677734375,214.86865234375,0.8617783784866333,-1.0378693342208862,64.0934829711914,60.487725019454956,60.4631950378418,57.243695526123055,57.243695526123055,52.65673967088973
1,31,31,3,0.9112660884857178,362.163330078125,215.56324768066406,0.8443348407745361,-0.438335657119751,64.77704071998596,61.85720043182373,61.82516326904297,58.80475868225098,58.80475868225098,54.14978578295027
1,32,32,3,0.9112660884857178,350.207275390625,216.0220489501953,0.8358895778656006,0.1354534775018692,61.975932598114014,62.593262100219725,62.5650821685791,60.24230701446534,60.24230701446534,55.64682052067348
1,33,33,3,0.9112660884857178,336.10101318359375,215.74057006835938,0.862463653087616,0.8333366513252258,75.4260048866272,65.37266492843628,65.33917808532715,61.888829727172855,61.888829727172855,57.18385598863874
1,34,34,3,0.9112660884857178,323.6324462890625,216.18655395507812,0.8551232218742371,1.469909429550171,68.75443053245544,67.0053783416748,66.97189922332764,63.432903556823725,63.432903556823725,58.752744402204236
1,35,35,3,0.9112660884857178,311.1974182128906,216.31365966796875,0.8622385859489441,2.1240696907043457,70.65348601341248,68.31737895011902,68.29788551330567,64.99984165191651,64.99984165191651,60.3326762826102
1,36,36,3,0.9112660884857178,296.6678161621094,216.4429931640625,0.8717321753501892,2.9140312671661377,85.32201075553894,72.42637295722962,72.41354598999024,67.11751819610598,67.11751819610598,61.96140776497977
1,37,37,3,0.9112660884857178,284.8077392578125,216.67897033691406,0.8735218644142151,3.5803167819976807,71.95909309387207,74.42300505638123,74.41348686218262,69.48719913482667,69.48719913482667,63.71047970908029
1,38,38,3,0.9112660884857178,272.17584228515625,216.75709533691406,0.8838799595832825,4.312240123748779,79.05563235282898,75.14893054962158,75.14574279785157,71.44851207733154,71.44851207733154,65.5167301940918
1,39,39,3,0.9112660884857178,257.60723876953125,217.05274963378906,0.8861019015312195,5.186371803283691,94.40653038024902,80.2793505191803,80.278373336792,74.10980690002442,74.10980690002442,67.49780160631452
1,40,40,3,0.9112660884857178,245.58013916015625,217.59556579589844,0.8730161190032959,5.933478832244873,80.69993162155151,82.2886396408081,82.28356704711915,76.90694320678712,76.90694320678712,69.64324638911657
1,41,41,3,0.9112660884857178,232.684814453125,217.75961303710938,0.8798433542251587,6.761471748352051,89.42627334594727,83.10949215888976,83.10489978790284,79.04521396636964,79.04521396636964,71.87357644762312
1,42,42,3,0.9112660884857178,218.72857666015625,217.76602172851562,0.8964067101478577,7.690695285797119,100.37208080291748,88.79208970069885,88.78555068969727,81.91962673187257,81.91962673187257,74.29068860190257
1,43,43,3,0.9112660884857178,206.177734375,218.15704345703125,0.8914639949798584,8.557361602783203,93.6014814376831,91.70125951766968,91.6947681427002,85.22943180084229,85.22943180084229,76.8781048311506
1,44,44,3,0.9112660884857178,193.4674072265625,217.95693969726562,0.91839998960495,9.466647148132324,98.24591732025146,92.46913690567017,92.45658416748047,87.66507396697997,87.66507396697997,79.47494409288679
1,45,45,3,0.9112660884857178,179.92529296875,218.45726013183594,0.9089875817298889,10.472408294677734,108.62695455551147,98.05454149246216,98.04395599365235,90.81715175628662,90.81715175628662,82.24189261845181
1,46,46,3,0.9112660884857178,167.21861267089844,218.83645629882812,0.9048653841018677,11.452810287475586,105.88434863090515,101.34615654945374,101.33435440063477,94.463042678833,94.463042678833,85.14949772971019
1,47,47,3,0.9112660884857178,154.02932739257812,218.5740203857422,0.9378769397735596,12.510252952575684,114.2594518661499,104.12363076210022,104.10629768371582,97.52719207763673,97.52719207763673,88.09524756840298
1,48,48,3,0.9112660884857178,141.2818603515625,218.83758544921875,0.9409461617469788,13.573100090026855,114.78796720504761,108.36092791557311,108.3452247619629,100.85728340148925,100.85728340148925,91.21125748770577
1,49,49,3,0.9112660884857178,127.79325866699219,219.3459930419922,0.9306821823120117,14.744149208068848,126.4781584739685,114.00737614631653,113.99435348510742,105.16483726501465,105.16483726501465,94.53200184958321
1,50,50,3,0.9112660884857178,114.09527587890625,219.06353759765625,0.9683376550674438,15.985347747802734,134.11111164093018,119.10420756340027,119.08639297485352,109.37332466125488,109.37332466125488,97.98112940107073
1,51,51,3,0.9112660884857178,101.96867370605469,219.54501342773438,0.9577516317367554,17.13068199157715,123.7013897895813,122.6676157951355,122.64735374450684,113.6359245300293,113.6359245300293,101.69125091007778
1,52,52,3,0.9112660884857178,89.01432037353516,220.11941528320312,0.942165195941925,18.405595779418945,137.70097589492798,127.35592060089111,127.33943595886231,118.2825521850586,118.2825521850586,105.6148795427595
